File,Key,Value,Translation
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-27sl.json,Description.Details,"The Crab-27sl is a very rare Star League variant that was used during the old Martial Olympiad. Though that event hasn't taken place in centuries, the -27sl still makes an appearance on the battlefield from time to time as the design is a very solid one. Armed with the logical upgrade for the -27, the -27sl carries a pair of Large Pulse Lasers, a Medium Pulse Laser, and a stock Medium Laser. It is tricky though in that it has an unexpected 5 jump jets for maximum maneuverability. Finally, a bevy of Double Heat Sinks keeps the entire mech cool while an endo-steel frame and extra-light fusion engine provide the weight for all the upgrades.","크랩-27sl은 아주 오래전 무력 올림피아드 기간에 사용되었던 매우 희귀한 스타 리그 파생형입니다. 그 행사는 수세기 동안 열리지 않았지만, 설계 자체가 매우 견실하기 때문에 -27sl은 지금도 때때로 전장에 모습을 드러냅니다. -27의 논리적인 업그레이드 무장을 갖춘 -27sl은 대형 펄스 레이저 한 쌍, 중형 펄스 레이저 1문, 그리고 기본형 중형 레이저 1문을 탑재하고 있습니다. 다만 최대 기동성을 위해 예상 밖의 점프 제트 5기를 장착하고 있어 다루기 까다로운 편입니다. 마지막으로, 다수의 더블 히트 싱크가 메크 전체를 냉각해 주며, 엔도 스틸 프레임과 초경량 퓨전 엔진이 모든 업그레이드를 위한 중량 여유를 제공합니다."
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-28.json,Description.Details,"The CRB-28 is a complete rework of the CRB-27 Crab featuring newly rediscovered or introduced technologies. Built around an XL engine, the CRB-28 puts the extra free weight to good use by replacing the twin large lasers with a pair of Bombast lasers and replacing the secondary armanent with a pair of Light PPC's. The standard heat sinks have all been replaced with double heat sinks and a Guardian ECM suite added. A C3 slave unit rounds out the design.","CRB-28은 새로 재발견되었거나 도입된 기술을 적용해 CRB-27 크랩을 완전히 재설계한 기종입니다. XL 엔진을 중심으로 설계된 CRB-28은 확보된 추가 여유 중량을 효과적으로 활용해 쌍대형 대구경 레이저를 봄바스트 레이저 한 쌍으로 교체하고, 부무장은 라이트 PPC 한 쌍으로 대체했습니다. 표준 히트 싱크는 모두 더블 히트 싱크로 교체되었고, 가디언 ECM 장비도 추가되었습니다. 마지막으로 C3 슬레이브 유닛이 설계를 완성합니다."
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-30.json,Description.Details,"The CRB-30 is a variant produced by ComStar with the intent of updating their remaining Crabs to keep them competitive on the modern battlefield. Installation of an XL Engine propelled a radical shift in armament, as the CRB-30 now carries a pair of ER PPCs, and the backup lasers are ER models. A C3i Computer and an ECM unit were added for Level II coordination and the Crab -30 has 14 Double Heat Sinks to offset its high heat production.","CRB-30은 컴스타가 남아 있는 크랩들을 현대 전장에서 경쟁력 있게 유지하기 위해 개수한 파생형입니다. XL 엔진의 장착으로 무장에 급격한 변화가 생겨, CRB-30은 이제 ER PPC 한 쌍을 탑재하며 보조 레이저도 ER 모델로 교체되었습니다. 레벨 II 협조를 위해 C3i 컴퓨터와 ECM 장치가 추가되었고, 크랩 -30은 높은 열 발생을 상쇄하기 위해 더블 히트 싱크 14기를 갖추고 있습니다."
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-35.json,Description.Details,"The Crab is a classic of the Star League era and has filled the ranks of ComStar's forces since their inception, thanks to a ComGuard factory on Terra. Fittingly, when the Terran Hegemony was reborn the Crab found a home in that nation's forces as well. The CRB-35 is a cutting-edge variant, intended to test out the new HISC Hyper Laser, and mounts one such weapon in the left arm. A pair of Medium Pulse Lasers round out the firepower in a more conventional manner. Endo-Composite structure, Light Ferro-Fibrous armor, and a Light Fusion Engine provide enough tonnage for the weaponry and 15 DHS and an Exchanger keep it mostly cool.","크랩은 스타 리그 시대의 고전적인 기체로, 테라의 컴가드 공장 덕분에 창설 이래 컴스타 전력의 한 축을 맡아 왔습니다. 테란 헤게모니가 부활했을 때 크랩이 그 국가의 전력에도 자리를 잡은 것은 어쩌면 당연한 일이었습니다. CRB-35는 최첨단 개량형으로, 새로운 HISC 하이퍼 레이저를 시험하기 위해 설계되었으며, 좌완에 해당 무장을 1문 탑재하고 있습니다. 한 쌍의 미디엄 펄스 레이저가 보다 전통적인 방식으로 화력을 보완합니다. 엔도-컴포지트 구조, 라이트 페로-파이버러스 장갑, 그리고 라이트 퓨전 엔진이 무장 탑재에 충분한 중량 여유를 제공하며, 15기의 DHS와 익스체인저가 기체를 대체로 시원하게 유지해 줍니다."
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-44K.json,Description.Details,"Designed by House Kurita engineers for the little-loved but extremely important battlefield role of urban pacification, the CRB-44K quickly developed a dark and brutal reputation amongst House Kurita's enemies. -44K pilots became well-known for being indiscriminate in who they turned the mech's quartet of Flamers against and often were responsible for trails of burned civilians and decimated cityscapes. The Draconis Combine, in an effort to stem the PR nightmare, put on a series of vids about heroic CRB-44K pilots saving lives on the battlefield but the damage had already been done.","도시 평정이라는, 그다지 사랑받지 못하지만 전장에서 극히 중요한 역할을 위해 쿠리타 가문의 기술자들이 설계한 CRB-44K는 쿠리타 가문의 적들 사이에서 빠르게 어둡고 잔혹한 명성을 얻게 되었습니다. -44K 조종사들은 메크의 4연장 화염방사기를 누구에게 겨누는지 가리지 않는 것으로 악명이 높았으며, 불에 탄 민간인들과 초토화된 도시 경관의 흔적을 남기는 경우가 잦았습니다. 드라코니스 연맹은 이 PR 악몽을 막기 위해 전장에서 생명을 구하는 영웅적인 CRB-44K 조종사들에 대한 영상물을 연이어 내보냈지만, 이미 엎질러진 물이었습니다."
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-45.json,Description.Details,"A rare model spotted only in the ranks of ComStar, the CRB-45 mounts a trio of Light PPCs and an ER Large Laser. It also moves 20% faster than standard Crab models while having the same protection, suggesting a larger engine and better armor. Owing to its origins, a C3i Computer is likely to be installed, and the lack of any visible heat issues suggests it has excellent dissipation.","컴스타의 대열에서만 목격되는 희귀한 모델인 CRB-45는 라이트 PPC 3문과 ER 라지 레이저 1문을 탑재하고 있습니다. 또한 표준 크랩 모델보다 20% 더 빠르게 기동하면서도 동일한 방호력을 지니고 있어, 더 큰 엔진과 더 나은 장갑을 갖췄음을 시사합니다. 기원상 C3i 컴퓨터가 장착되어 있을 가능성이 높으며, 눈에 띄는 과열 문제가 전혀 없는 점으로 보아 방열 성능도 뛰어난 것으로 보입니다."
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-C.json,Description.Details,"Introduced by the Draconis Combine in the later 3050s, the CRB-C is a simple modification of the CRB-27. All it does is remove the center mounted Medium Laser in exchange for a C3 slave unit to better integrate with the Combine's combat doctrine. Otherwise, it's a stock CRB-27.",3050년대 후반 드라코니스 연맹이 도입한 CRB-C는 CRB-27을 단순 개조한 기체입니다. 변경점은 중앙 장착 미디엄 레이저를 제거하고 그 대신 C3 슬레이브 유닛을 탑재해 연맹의 전투 교리에 더 잘 통합되도록 한 것뿐입니다. 그 외에는 표준형 CRB-27입니다.
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-FL.json,Description.Details,"Although it shares a name with Judith Faber's CRB-27 piloted during the Battle of Tukayyid, this Florentine departs wildly from the original design. Mounting an Ultra AC/5 in each arm supported by a left-torso mounted LRM-5 and a right-torso mounted Medium Laser. Carrying one ton of LRM missiles and three of Ultra Autocannon rounds, the Florentine's weapon loadout is made possible through use of a 250 XL Engine and an Endo Steel frame.","투카이드 전투 당시 주디스 페이버가 조종한 CRB-27과 이름은 같지만, 이 플로렌타인은 원래 설계에서 크게 벗어났습니다. 양팔에 울트라 AC/5를 하나씩 장착했고, 이를 좌측 몸통 장착 LRM-5와 우측 몸통 장착 미디엄 레이저가 지원합니다. LRM 미사일 1톤과 울트라 오토캐논 탄 3톤을 탑재한 플로렌타인의 무장 구성은 250 XL 엔진과 엔도 스틸 프레임을 사용함으로써 가능해졌습니다."
Flashpoint Unit Module/chassis/chassisdef_crab_CRB-HD.json,Description.Details,"Designed as a test for the new Hardened Armor system, the CRB-HD proved itself almost totally indestructible in combat. Though it is only able to carry a paltry 5 Medium Lasers to attack the enemy with, it absolutely excels at absorbing fire and tying up enemy forces for extended periods. Additionally, the use of a standard engine and no explosive components means that the CRB-HD cannot be destroyed or even seriously impared without completely coring the mech as most of its firepower is in the center torso and head.","새 하드닝 장갑 시스템의 시험기로 설계된 CRB-HD는 전투에서 거의 완전히 파괴 불가능하다는 것을 입증했습니다. 비록 적을 공격할 무장으로는 고작 미디엄 레이저 5문만 탑재할 수 있지만, 화력을 받아내고 적 병력을 장시간 묶어 두는 데에는 탁월한 성능을 발휘합니다. 또한 표준 엔진을 사용하고 폭발성 부품이 전혀 없기 때문에, CRB-HD는 메크의 코어를 완전히 관통당하지 않는 한 파괴되거나 심각하게 기능 저하를 일으키지 않습니다. 화력의 대부분이 중앙 동체와 머리에 집중되어 있기 때문입니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-10-HQ.json,Description.Details,"The Cyclops 10-HQ is the ultimate command 'Mech. The most notable of all Cyclops variants, introduced in 2750, fits the 'Mech with a Advanced Command Module strapped to its right torso, allowing the Cyclops to command an entire theater of war on the go. In order to make room for the module the Autocannon/20 and its ammunition was removed from this variant. Irreparable damages suffered during the Succession Wars means less than half of those Cyclopses with a working B-2000 have an operable command module.","사이클롭스 10-HQ는 궁극의 지휘용 ’메크입니다. 2750년에 도입된 모든 사이클롭스 파생형 가운데서도 가장 주목할 만한 이 기체는 우측 동체에 Advanced Command Module을 장착하고 있어, 이동 중에도 전 전장을 지휘할 수 있습니다. 이 모듈을 위한 공간을 확보하기 위해 이 파생형에서는 오토캐논/20과 그 탄약이 제거되었습니다. 계승 전쟁 동안 입은 회복 불가능한 손상 때문에, 정상 작동하는 B-2000을 탑재한 사이클롭스들 중에서도 운용 가능한 지휘 모듈을 지닌 기체는 절반에도 미치지 못합니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-10-M-HQ.json,Description.Details,"If the Cyclops 10-HQ is a rare mech to find in working condition, the 10-M-HQ is an even rarer variant. The sort of variant that would have FedRats crying about 'cowardly Capellans', the 10-M-HQ drops the engine size and ups the armor to stay as a very rear echelon unit, designed to better protect a very special HQ - one that hosts elite Maskirovka strategy and tactical teams. After all, wouldn't you want to defend the only people who understand the point of a given battle?","사이클롭스 10-HQ가 정상 가동 상태로 찾기 힘든 희귀 메크라면, 10-M-HQ는 그보다도 훨씬 더 희귀한 파생형입니다. 이 파생형은 페드랫들이 '비겁한 카펠란' 운운하며 울어댈 만한 종류로, 10-M-HQ는 엔진 크기를 줄이고 장갑을 늘려 극후방 제대 유닛으로 남도록 했으며, 아주 특별한 HQ, 즉 정예 마스키로브카 전략 및 전술 팀이 주둔하는 본부를 더 잘 보호하도록 설계되었습니다. 결국, 특정 전투의 핵심을 이해하는 유일한 사람들을 지키고 싶지 않겠습니까?"
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-10-P.json,Description.Details,"While new advanced models of the Cyclops were entering production, older and damaged platforms made their way to the periphery. This model, the CP-10-P, is a rebuild of Succession War era frames with an eye towards overwhelming firepower. To achieve this, the mech's speed is reduced and its core weapons stripped out to be replaced by a pair of heavy rifles and a pair of 20-tubed gyrojet launchers with mated ammo feeds. These are supplemented by a 20-tubed rocket launcher in the center torso along with a medium laser and flamer in each arm.","사이클롭스의 새로운 첨단 모델들이 생산에 들어가던 동안, 더 오래되고 손상된 기체들은 변방지역으로 흘러들어갔습니다. 이 모델인 CP-10-P는 압도적인 화력을 목표로 계승 전쟁 시대 프레임을 재구축한 기체입니다. 이를 위해 이 메크는 속도를 낮추고 핵심 무장을 제거한 뒤, 한 쌍의 헤비 라이플과 탄약 공급 장치가 결합된 20연장 자이로제트 런처 한 쌍으로 교체했습니다. 여기에 더해 중앙 동체에는 20연장 로켓 런처를, 각 팔에는 미디엄 레이저와 화염방사기를 장비했습니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-10-PA.json,Description.Details,"The Cyclops is a mech that has stymied mech designers for centuries. Normally equipped with its excellent electronics package, the Cyclops flounders and struggles to find a role for itself when that package is removed. The CP-10-PA is an example of one such variant. In the absence of the battle computer, the CP-10-PA mounts an AC/5 and a quartet of Large Chem Pulse Lasers which give it highly precise and deadly firepower. A Prototype XL ensures the Cyclops can keep its high ground speed, meaning the CP-10-PA can cover a lot of ground quickly.","사이클롭스는 수세기 동안 메크 설계자들을 난처하게 만든 메크입니다. 보통은 뛰어난 전자장비 패키지를 탑재하지만, 그 패키지가 제거되면 사이클롭스는 갈피를 못 잡고 자신만의 역할을 찾는 데 애를 먹습니다. CP-10-PA는 그런 파생형 중 하나의 예입니다. 전투 컴퓨터가 빠진 대신, CP-10-PA는 AC/5와 4문의 대형 켐 펄스 레이저를 장비해 매우 정밀하고 치명적인 화력을 발휘합니다. 프로토타입 XL 덕분에 사이클롭스는 높은 지상 속도를 유지할 수 있으며, 이는 CP-10-PA가 넓은 거리를 빠르게 주파할 수 있다는 뜻입니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-10-Q.json,Description.Details,"Cyclops 10-Qs are strong support units. Lacking the close in weapons and command suite of the 10-Z variant, this model instead capitalizes on a longer range weapon configuration and added armor. The protection and expanded missile racks make the 10-Q a significant threat at range in the right hands.","사이클롭스 10-Q는 강력한 지원 유닛입니다. 10-Z형의 근접 무장과 지휘 장비는 부족하지만, 이 모델은 대신 더 긴 사거리의 무장 구성과 추가 장갑을 활용합니다. 향상된 방호력과 확장된 미사일 랙 덕분에 10-Q는 숙련된 조종사가 다루면 원거리에서 상당한 위협이 됩니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-10-Z-DC.json,Description.Details,"The preferred command 'Mech of the Capellan Confederation, the CP-10-Z-DC is equipped with a Command Console instead of a B2000 Command Computer. To free up the weight required to fit this device, the 10-Z-DC reduces its LRM10 to a LRM5. The well supplied AC20 makes the Cyclops deadly at close range.  With the addition of the Command Console features this model is prized, but it's an extremely rare sight.","카펠란 연합이 선호하는 지휘용 ’메크인 CP-10-Z-DC는 B2000 지휘 컴퓨터 대신 커맨드 콘솔을 장비하고 있습니다. 이 장비를 탑재하는 데 필요한 중량을 확보하기 위해, 10-Z-DC는 LRM10을 LRM5로 줄였습니다. 충분한 탄약 보급을 받는 AC20 덕분에 사이클롭스는 근거리에서 치명적입니다. 커맨드 콘솔 기능까지 더해진 이 모델은 높이 평가받지만, 실전에서 목격되는 일은 극히 드뭅니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-10-Z.json,Description.Details,"Cyclops 10-Zs use their imposing presence and unique communications equipment to control the battlefield. While the 10-Z carries a lethal array of close range weaponry, its primary role is command and control, bolstering friendly units with its specialized battle computer.","사이클롭스 10-Z는 위압적인 존재감과 독자적인 통신 장비를 활용해 전장을 통제합니다. 10-Z는 근거리 무장을 치명적으로 갖추고 있지만, 주된 역할은 지휘 및 통제로서 특수 전투 컴퓨터를 통해 아군 유닛을 지원하는 것입니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-11-A-DC.json,Description.Details,"A common modification of the Cyclops that uses some rediscovered Star League technology, the 11-A-DC was introduced in 3045 and replaces the massive Autocannon/20 for a Gauss Rifle with one tons of ammo. Although doing slightly less damage it has a much larger effective range. The CP-11-A-DC does not carry the B2000 Tacticon Battle Computer any longer, having instead replaced it with a powerful Command Console for maximum combat organization.","재발견된 일부 스타 리그 기술을 사용하는 사이클롭스의 흔한 개량형인 11-A-DC는 3045년에 도입되었으며, 거대한 오토캐논/20을 1톤 분량의 탄약을 사용하는 가우스 라이플로 교체했습니다. 피해량은 약간 낮아졌지만, 유효 사거리는 훨씬 더 길어졌습니다. CP-11-A-DC는 더 이상 B2000 택티콘 배틀 컴퓨터를 탑재하지 않으며, 대신 전투 지휘를 극대화하기 위한 강력한 커맨드 콘솔로 이를 대체했습니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-11-A.json,Description.Details,"A common modification of the Cyclops that uses some rediscovered Star League technology, the 11-A was introduced in 3045 and replaces the massive Autocannon/20 for a Gauss Rifle with two tons of ammo. Although doing slightly less damage it has a much larger effective range.","재발견된 일부 스타 리그 기술을 사용하는 Cyclops의 일반적인 개수형인 11-A는 3045년에 도입되었으며, 거대한 오토캐논/20을 탄약 2톤을 갖춘 가우스 라이플로 교체했습니다. 피해량은 약간 더 낮지만, 유효 사거리는 훨씬 더 깁니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-11-C.json,Description.Details,"The CP-11-C is a variant of the -11-A, introduced slightly afterwards. It retains the -11-A's Gauss Rifle and general mission profile of battlefield command. However, to further drive home its mission role, it swaps the LRM-10 of the -11-A for a C3 Master computer, allowing it to serve as a lance commander. The B2000 Battle Computer also remains, for even further lance mastery.","CP-11-C는 -11-A의 파생형으로, 약간 뒤에 도입되었습니다. 이 기체는 -11-A의 가우스 라이플과 전장 지휘라는 전반적인 임무 성격을 유지합니다. 그러나 임무 역할을 더욱 강화하기 위해, -11-A의 LRM-10을 C3 마스터 컴퓨터로 교체하여 랜스 지휘관으로 운용할 수 있게 했습니다. 또한 B2000 배틀 컴퓨터도 그대로 유지되어, 랜스 지휘 능력을 한층 더 높여 줍니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-11-G.json,Description.Details,"A full redesign of the Cyclops, the 11-G was built by Grumium Creations for the Second Star League Defense Force, Com Guards and Free Rasalhague Republic. Debuting in 3058 it redesigns the chassis to use Endo Steel construction and also replaces the standard armor with fifteen tons of Ferro-Fibrous armor. For long range combat it retains the Gauss Rifle and LRM-10 missile launcher minus one ton of missile reloads, while the arm-mounted medium lasers and center-torso SRM launcher were also upgraded to ER Medium Lasers and a Streak SRM-4 launcher. All ammunition for the weapons was also shifted to the right-side torso and uses CASE to protect itself from complete destruction in the event of an ammunition explosion.","사이클롭스의 완전한 재설계형인 11-G는 그루미움 크리에이션스가 제2 스타 리그 방위군, 컴가드, 자유 라살하그 공화국을 위해 제작했습니다. 3058년에 처음 등장한 이 기체는 섀시를 엔도 스틸 구조로 재설계했고, 표준 장갑도 15톤의 페로-파이버러스 장갑으로 교체했습니다. 장거리 전투용으로는 가우스 라이플과 LRM-10 미사일 발사기를 유지하되 미사일 재장전분 1톤을 줄였으며, 팔 장착형 미디엄 레이저와 중앙 동체 SRM 발사기 역시 ER 미디엄 레이저와 스트릭 SRM-4 발사기로 업그레이드했습니다. 또한 모든 무기 탄약은 오른쪽 동체로 옮겨졌고, 탄약 폭발이 발생하더라도 완전한 파괴를 막기 위해 CASE를 사용했습니다."
Flashpoint Unit Module/chassis/chassisdef_cyclops_CP-11-H.json,Description.Details,"An upgrade of the Cyclops that has come out of the Periphery, the 11-H was first sighted in the 3060s among the ranks of Lady Death's pirates. The H is built on the standard 10-Z chassis but now carries eleven and a half tons of ferro-fibrous armor and its weapons payload is heavily modified, carrying the standard Autocannon/20 and two medium lasers but replacing the rest for six Rocket Launcher 20s. This gives the 11-H the firepower to decimate anything that dares to close with it to attempt to make a kill.","변방지역에서 등장한 사이클롭스의 개량형인 11-H는 3060년대 레이디 데스의 해적단 내에서 처음 목격되었습니다. H형은 표준 10-Z 섀시를 기반으로 제작되었지만, 이제 11.5톤의 페로-파이브러스 장갑을 탑재하고 무장 구성도 대폭 개수되어 표준 오토캐논/20과 미디엄 레이저 2문은 유지하면서 나머지를 로켓 런처 20 여섯 기로 교체했습니다. 이로 인해 11-H는 자신을 처치하려고 접근해 오는 어떤 적이든 초토화할 화력을 갖추게 되었습니다."
